Amtsave,Brand,Genre,Country,Desc,Discount,Domain,Image,Insertedon,List_price,Model,Name,Payment_methods_supported,Productcode,Selling_price,Specifications,Type,Uniq_id,Url,Weight
0,Random House Publishing Group,Books | Literature & Fiction | Romance | The Hawk,IN,"{""Description""=>{""Brand""=>""Random House Publishing Group"", ""Product Code""=>""9780345518248_21345"", ""ISBN-13""=>""9780345518248"", ""ISBN-10""=>""345518241"", ""Authored By""=>""Monica Mccarty"", ""Language""=>""English"", ""Publication Year""=>""2010"", ""Publisher Name""=>""Random House Publishing Group"", ""No. Of Pages""=>""416"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",0%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345518248_21345/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,399,8095,The Hawk: A Highland Guard Novel,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",51087613,399,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2010""}}",Bestseller Books,8f9bacb5ce48b9692dff4c65e7717d8e,https://paytm.com/shop/p/the-hawk-a-highland-guard-novel-9780345518248_21345,500
180,Harper Collins Publishers India,Books | Literature & Fiction | Literature | The Bone Labyrinth,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9780062409508_225808"", ""ISBN-13""=>""9780062409508"", ""ISBN-10""=>""62409506"", ""Authored By""=>""James Rollins"", ""Publication Year""=>""2015"", ""Publisher Name""=>""Harper Collins Publishers India"", ""No. Of Pages""=>""448"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""Imprint""=>""William Morrow""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",36%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062409508_225808/0x1920/70/0.JPG,2016-05-18 08:01:18 +0000,499,5789,The Bone Labyrinth,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",44858169,319,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2015"", ""publisher_name""=>""Harper Collins Publishers India"", ""imprint""=>""William Morrow""}}",Bestseller Books,54f3c7ee31cd4e7c5a36737059d663d4,https://paytm.com/shop/p/the-bone-labyrinth-9780062409508_225808,500
149,,Books | Literature & Fiction | Classics | Shakespeare on the Double! Macbeth( Series - SHAKESPEARE ON THE DOUBLE! ) 3rd Edition,IN,"{""Description""=>{""Product Code""=>""9780470041567_20037"", ""ISBN-13""=>""9780470041567"", ""ISBN-10""=>""\t0470041560"", ""Authored By""=>""William Shakespeare"", ""Language""=>""English"", ""Publisher Name""=>""Houghton Mifflin Harcourt (Hmh)"", ""No. Of Pages""=>""178"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9780470041567""}, ""Shipping Details""=>{""Estimated Arrival""=>""4 - 7 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",23%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780470041567_20037/0x1920/70/3.jpg,2016-05-18 08:01:18 +0000,647,439730,Shakespeare on the Double! Macbeth( Series - SHAKESPEARE ON THE DOUBLE! ) 3rd Edition,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",972134,498,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""isbn_13""=>""9780470041567"", ""publisher_name""=>""Houghton Mifflin Harcourt (HMH)""}}",Bestseller Books,d9fa53e48e3e62a138c901f7e4907556,https://paytm.com/shop/p/shakespeare-on-the-double-macbeth-series-shakespeare-on-the-double-3rd-edition-BFGH_BOOKS_9780470041567_20037,
180,Harper Collins Publishers India,Books | Literature & Fiction | General | Eleven Minutes,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9780008173579_225808"", ""ISBN-13""=>""9780008173579"", ""ISBN-10""=>""8173575"", ""Authored By""=>""Paulo Coelho"", ""Publication Year""=>""2016"", ""Publisher Name""=>""Harper Collins Publishers India"", ""No. Of Pages""=>""320"", ""Weight""=>""500 gm"", ""Binding""=>""Hardcover"", ""Languages""=>""English"", ""Imprint""=>""Element""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",21%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780008173579_225808/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,499,5789,Eleven Minutes,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",44857505,319,"{""specifications""=>{""binding""=>""Hardcover"", ""languages""=>""English"", ""publication_year""=>""2016"", ""publisher_name""=>""Harper Collins Publishers India"", ""imprint""=>""Element""}}",Bestseller Books,47b202c78c33097cd7d41fcf22647d71,https://paytm.com/shop/p/eleven-minutes-9780008173579_225808,500
71,Rupa,Books | Literature & Fiction | General | Another Chance,IN,"{""Description""=>{""Brand""=>""Rupa"", ""Product Code""=>""9788129135353_20040"", ""ISBN-13""=>""9788129135353"", ""ISBN-10""=>""8129135353"", ""Authored By""=>""Ahmed Faiyaz"", ""Language""=>""English"", ""Publication Year""=>""2014"", ""Publisher Name""=>""Rupa"", ""No. Of Pages""=>""228"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""8 - 11 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",24%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129135353_20040/0x1920/70/9.jpg,2016-05-18 08:01:18 +0000,295,3381,Another Chance,"[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",6850662,224,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2014"", ""publisher_name""=>""Pan Macmillan""}}",Bestseller Books,642924ade91d44c907a5785c9661957a,https://paytm.com/shop/p/another-chance-9788129135353_20040,166
63,PENGUIN USA,Books | Literature & Fiction | Others | Three in Death,IN,"{""Description""=>{""Brand""=>""PENGUIN USA"", ""Product Code""=>""9780425219713_44120"", ""Author""=>""Robb, J. D."", ""Publisher""=>""PENGUIN USA"", ""Publication Year""=>""2008"", ""Number Of Pages""=>""355"", ""ISBN-10""=>""425219712"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9780425219713""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780425219713_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,462,6220,Three In Death,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13595116,399,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2008"", ""isbn_13""=>""9780425219713"", ""publisher_name""=>""PENGUIN USA""}}",Bestseller Books,158823325dbf87a0028859f56b316407,https://paytm.com/shop/p/three-in-death-9780425219713_44120,500
168,Hachette Book Group,Books | Literature & Fiction | General | Roads To Quoz An American Mosey,IN,"{""Description""=>{""Brand""=>""Hachette Book Group"", ""Product Code""=>""9780316067515_44120"", ""ISBN-13""=>""9780316067515"", ""ISBN-10""=>""031606002X"", ""Authored By""=>""Mark Reibstein Ed Young"", ""Language""=>""English"", ""Publication Year""=>""2009"", ""Publisher Name""=>""Hachette Book Group "", ""No. Of Pages""=>""608"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780316067515_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,1230,13891,Roads To Quoz An American Mosey,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13613998,1062,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2009"", ""publisher_name""=>""Hachette Book Group""}}",Bestseller Books,731e380b943358b85200fb5cabf06922,https://paytm.com/shop/p/roads-to-quoz-an-american-mosey-9780316067515_44120,500
60,,Love Story,IN,"{""Description""=>{""Product Code""=>""9781444776966_20038"", ""ISBN-13""=>""9781444776966"", ""ISBN-10""=>""1444776967"", ""Authored By""=>""Erich Segal"", ""Publication Year""=>""2006"", ""Publisher Name""=>""Hodder & Stoughton"", ""No. Of Pages""=>""216"", ""Weight""=>""220 gm"", ""Binding""=>""Others"", ""Languages""=>""English"", ""ISBN 13""=>""9781444776966""}, ""Shipping Details""=>{""Estimated Arrival""=>""11 - 14 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",30%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444776966_20038/0x1920/70/20.jpg,2016-05-18 08:01:18 +0000,199,439730,Love Story,"[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",2853963,139,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2006"", ""isbn_13""=>""9781444776966"", ""browse_by_author""=>""Erich Segal"", ""publisher_name""=>""Vintage""}}",Bestseller Books,98f007b1402685d9f448afc2ddfdfddd,https://paytm.com/shop/p/hercule-poirot-comp-short-stories-9781444776966_20038,500
57,Random House Publishing Group,Books | Literature & Fiction | Romance | Chase The Dawn,IN,"{""Description""=>{""Brand""=>""Random House Publishing Group"", ""Product Code""=>""9780553573688_44120"", ""ISBN-13""=>""9.78E+12"", ""ISBN-10""=>""553573683"", ""Authored By""=>""Jane Feather"", ""Publication Year""=>""2004"", ""Imprint""=>""Bantam"", ""Binding""=>""Others"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553573688_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,416,8095,Chase The Dawn,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",12577264,359,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2004""}}",Bestseller Books,afcaf81cc31036da080b5a744926d583,https://paytm.com/shop/p/chase-the-dawn-9780553573688_44120,500
100,Pan,Books | Literature & Fiction | General | Hunting Season,IN,"{""Description""=>{""Brand""=>""Pan"", ""Product Code""=>""9781447265948_23843"", ""ISBN-13""=>""9781447265948"", ""ISBN-10""=>""1447265947"", ""Authored By""=>""Andrea Camilleri"", ""Language""=>""English"", ""Publication Year""=>""2015"", ""Publisher Name""=>""Pan"", ""No. Of Pages""=>""160"", ""Weight""=>""146 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",25%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447265948_23843/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,399,7199,Hunting Season,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",23355606,299,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2015"", ""publisher_name""=>""Pan""}}",Bestseller Books,6759f33b0bc32b9f5d32225aae02e347,https://paytm.com/shop/p/hunting-season-9781447265948_23843,500
57,Random House,Books | Literature & Fiction | Romance | And The Desert Blooms,IN,"{""Description""=>{""Brand""=>""Random House"", ""Product Code""=>""9780553592306_44120"", ""ISBN-13""=>""9780553592306"", ""ISBN-10""=>""553592300"", ""Authored By""=>""Iris Johansen"", ""Publication Year""=>""2008"", ""Imprint""=>""Bantam"", ""Binding""=>""Others"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553592306_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,416,4244,And The Desert Blooms,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13588039,359,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2008"", ""publisher_name""=>""Random House""}}",Bestseller Books,b7b3ab2e9a04029a643533f0e9b671aa,https://paytm.com/shop/p/and-the-desert-blooms-9780553592306_44120,500
100,Hodder & Stoughton,Books | Literature & Fiction | Suspense Thriller | Mr Mercedes,IN,"{""Description""=>{""Brand""=>""Hodder & Stoughton"", ""Product Code""=>""9781444788655_23843"", ""ISBN-13""=>""9781444788655"", ""ISBN-10""=>""1444788655"", ""Authored By""=>""Stephen King"", ""Language""=>""English"", ""Publication Year""=>""2015"", ""Publisher Name""=>""Hodder & Stoughton"", ""No. Of Pages""=>""432"", ""Imprint""=>""Hodder & Stoughton"", ""Weight""=>""226 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",25%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444788655_23843/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,399,4984,Mr Mercedes,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",23350899,299,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2015"", ""publisher_name""=>""Hodder & Stoughton""}}",Bestseller Books,dedf3410ed5ede40d425a22f5bc6770c,https://paytm.com/shop/p/mr-mercedes-9781444788655_23843,500
90,,Books | Literature & Fiction | General | Don't You Cry,IN,"{""Description""=>{""Product Code""=>""9788172237813_225808"", ""ISBN-13""=>""9788172237813"", ""ISBN-10""=>""8172237812"", ""Authored By""=>""Mary Kubica"", ""Publication Year""=>""2016"", ""Publisher Name""=>""Harper Collins"", ""Imprint""=>""Mira"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",30%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172237813_225808/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,299,439730,Don't You Cry,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",51329259,209,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2016"", ""publisher_name""=>""Harper Collins""}}",Bestseller Books,8b0aa91e169e81e79cd01734eb91ba39,https://paytm.com/shop/p/don-t-you-cry-9788172237813_225808,500
35,Rupa,Books | Literature & Fiction | Literature | What Young India Wants,IN,"{""Description""=>{""Brand""=>""Rupa"", ""Product Code""=>""9788129120212_23843"", ""ISBN-10""=>""8129120216"", ""Authored By""=>""Chetan Bhagat"", ""Language""=>""English"", ""Publication Year""=>""2012"", ""Publisher Name""=>""Rupa"", ""No. Of Pages""=>""181"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9788129120212""}, ""Shipping Details""=>{""Estimated Arrival""=>""4 - 7 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",25%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129120212_23843/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,140,3381,What Young India Wants,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",6926512,105,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2012"", ""isbn_13""=>""9788129120212"", ""publisher_name""=>""Pan Macmillan""}}",Bestseller Books,a10ecf0e2a2266657a323306de1373c9,https://paytm.com/shop/p/what-young-india-wants-9788129120212_23843,500
0,Harper Collins Publishers India,Books | Literature & Fiction | Romance | The Most Scandalous Ravensdale,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9788172238223_225808"", ""ISBN-13""=>""9.78817E+12"", ""ISBN-10""=>""8172238223"", ""Authored By""=>""Melanie Milburne"", ""Publication Year""=>""2016"", ""Publisher Name""=>""Harper Collins Publishers India"", ""No. Of Pages""=>""192"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""Imprint""=>""Mills & Boon""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",0%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172238223_225808/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,150,5789,The Most Scandalous Ravensdale,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",49344179,150,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2016"", ""publisher_name""=>""Harper Collins Publishers India"", ""imprint""=>""Mills & Boon""}}",Bestseller Books,a766674fb7d9c48eddf58c15fcd9dfb6,https://paytm.com/shop/p/the-most-scandalous-ravensdale-9788172238223_225808,500
63,Random House Publishing Group,Books | Literature & Fiction | Romance | The Ranger,IN,"{""Description""=>{""Brand""=>""Random House Publishing Group"", ""Product Code""=>""9780345518262_44120"", ""ISBN-13""=>""9780345518262"", ""ISBN-10""=>""345518268"", ""Authored By""=>""Monica Mccarty"", ""Publication Year""=>""2010"", ""Imprint""=>""Ballantine Books"", ""Binding""=>""Others"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345518262_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,462,8095,The Ranger,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",10046269,399,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2010"", ""publisher_name""=>""CRC Press""}}",Bestseller Books,7be39b99474974e4d95e1c1ae67a04ce,https://paytm.com/shop/p/the-ranger-a-highland-guard-novel-9780345518262_44120,500
107,Quirk Books,Books | Literature & Fiction | Science Fiction | William Shakespeare's The Jedi Doth Return,IN,"{""Description""=>{""Brand""=>""Quirk Books"", ""Product Code""=>""9781594747137_44120"", ""ISBN-13""=>""9781594747137"", ""ISBN-10""=>""159474713X"", ""Authored By""=>""Ian Doescher"", ""Publication Year""=>""2014"", ""Imprint""=>""Quirk Books"", ""Binding""=>""Hardcover"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9781594747137_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,783,6075,William Shakespeare's The Jedi Doth Return,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13658366,676,"{""specifications""=>{""binding""=>""Hardcover"", ""languages""=>""English"", ""publication_year""=>""2014"", ""publisher_name""=>""Quirk Books""}}",Bestseller Books,38051c191e44334fafe7c56e16736937,https://paytm.com/shop/p/william-shakespeare-s-the-jedi-doth-return-9781594747137_44120,500
63,Random House,Books | Literature & Fiction | General | Stand In Groom,IN,"{""Description""=>{""Brand""=>""Random House"", ""Product Code""=>""9780553593129_44120"", ""ISBN-13""=>""9780553593129"", ""ISBN-10""=>""553593129"", ""Authored By""=>""Suzanne Brockmann"", ""Language""=>""English"", ""Publication Year""=>""2009"", ""Publisher Name""=>""Random House"", ""No. Of Pages""=>""320"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593129_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,462,4244,Stand In Groom,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13588978,399,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2009"", ""publisher_name""=>""Random House""}}",Bestseller Books,855a63b5e853d03fab481ea9f1146d8b,https://paytm.com/shop/p/stand-in-groom-9780553593129_44120,500
144,Harper Collins Publishers India,Books | Literature & Fiction | General | The Cavendon Women,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9780007503285_225808"", ""ISBN-13""=>""9780007503285"", ""ISBN-10""=>""7503288"", ""Authored By""=>""Barbara Taylor Bradford"", ""Publication Year""=>""2015"", ""Publisher Name""=>""Harper Collins Publishers India"", ""No. Of Pages""=>""480"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""Imprint""=>""Harper""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",36%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007503285_225808/0x1920/70/3.jpg,2016-05-18 08:01:18 +0000,399,5789,The Cavendon Women,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",44857080,255,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2015"", ""publisher_name""=>""Harper Collins Publishers India"", ""imprint""=>""Harper""}}",Bestseller Books,00893caa58db80a51ecda1d4770ae6cc,https://paytm.com/shop/p/the-cavendon-women-9780007503285_225808,500
72,,The Power Broker,IN,"{""Description""=>{""Product Code""=>""9780345480613_20567"", ""ISBN-13""=>""9780345480613"", ""ISBN-10""=>""345480619"", ""Authored By""=>""Stephen Frey"", ""Publication Year""=>""2006"", ""Imprint""=>""Ballantine Books"", ""Binding""=>""Others"", ""Languages""=>""English"", ""ISBN 13""=>""9780345480613""}, ""Shipping Details""=>{""Estimated Arrival""=>""8 - 11 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",20%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345480613_20567/0x1920/70/1.jpg,2016-05-18 08:01:18 +0000,358,439730,The Power Broker,"[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",2428079,286,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2006"", ""isbn_13""=>""9780345480613"", ""publisher_name""=>""Vintage""}}",Bestseller Books,8064e4d139d2b2c3b966547bbaee449a,https://paytm.com/shop/p/the-power-broker-9780345480613_20567,
30,Arrow,Books | Literature & Fiction | Crime | Now You See Her,IN,"{""Description""=>{""Brand""=>""Arrow"", ""Product Code""=>""9780099570776_154876"", ""ISBN-13""=>""9780099570776"", ""ISBN-10""=>""99570777"", ""Authored By""=>""James Patterson"", ""Language""=>""English"", ""Publication Year""=>""2012"", ""Publisher Name""=>""Random House"", ""No. Of Pages""=>""496"", ""Imprint""=>""Arrow"", ""Weight""=>""256 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9780099570776""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",8%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099570776_154876/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,399,1442,Now You See Her,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",32877258,369,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2012"", ""isbn_13""=>""9780099570776"", ""publisher_name""=>""Arrow""}}",Bestseller Books,330889fdde8201febab5be7165d19c55,https://paytm.com/shop/p/now-you-see-her-9780099570776_154876,500
126,Harper Collins Publishers India,Books | Literature & Fiction | General | Meet Me In Manhattan,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9780007520916_225808"", ""ISBN-13""=>""9780007520916"", ""ISBN-10""=>""7520913"", ""Authored By""=>""Claudia Carroll"", ""Publication Year""=>""2016"", ""Publisher Name""=>""Harper Collins Publishers India"", ""No. Of Pages""=>""400"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""Imprint""=>""Avon""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",29%,https://catalog.paytm.com,https://assetscdn.paytm.com/images/catalog/product/9/97/9780007520916_225808/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,350,5789,Meet Me In Manhattan,"[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",44857116,224,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2016"", ""publisher_name""=>""Harper Collins Publishers India"", ""imprint""=>""Avon""}}",Bestseller Books,4ced31f0dbb88b2f9fbe0453c0025148,https://paytm.com/shop/p/meet-me-in-manhattan-9780007520916_225808,500
